80 80
9.18722	2.67028	9.05406	8.99855	8.94728	0.73636	2.26364	8.46443	0.32163	5.22083	8.57622	5.36241	0.87214	1.85688	7.77808	8.50122	3.56908	2.73372	6.72344	2.13735	5.29142	0.34584	0.12340	1.49997	0.50367	2.99432	6.76714	3.60898	2.66932	8.08607	1.63502	2.22092	7.06064	1.70051	2.97108	8.79825	5.29151	1.21107	6.70417	5.30245	1.29957	4.57135	1.71882	9.79116	0.32107	8.89692	4.12771	2.61949	4.22244	8.60148	9.81042	5.43484	8.58399	6.25877	4.71988	2.55253	1.44992	6.03457	1.41199	4.43727	2.06432	7.39097	2.90504	6.20519	4.86947	1.99119	8.53474	1.25402	9.06630	1.75370	4.13046	2.01225	9.16363	6.78915	0.27479	2.23653	6.45857	8.55750	1.73477	7.12027
7.68057	8.03493	2.59228	3.75420	9.08540	3.49250	0.16825	2.77095	7.43711	3.44166	6.46471	2.29646	3.69511	6.05575	3.05949	9.29658	5.62191	6.07951	8.11640	4.89030	2.46640	8.55254	6.54086	3.37697	4.78027	3.75812	3.91245	8.01167	8.55349	9.21465	1.96372	4.74677	3.01886	6.06468	5.56865	5.77949	8.50421	8.67069	5.39093	4.47177	8.26948	3.99903	8.75212	7.99597	7.00835	9.16788	5.73589	2.33587	1.52953	4.51626	8.23525	9.46068	3.51476	7.07045	5.81305	0.72875	2.25521	6.87995	9.06494	4.92467	0.34736	0.79539	7.50070	4.08059	0.32813	9.27705	7.55353	3.26313	3.65504	8.77350	8.71281	9.07580	0.56124	2.17425	8.99279	1.45156	1.49944	4.33980	2.02585	7.11849
1.87942	4.20436	1.25269	1.53871	3.67134	5.36589	4.25584	0.35647	4.16179	7.09430	5.88105	4.91742	7.05497	1.05294	1.88392	8.86138	4.94778	2.76863	4.64319	5.23237	3.61461	7.50831	5.48861	7.09714	7.89664	4.17155	3.22608	0.53937	2.84211	0.84592	4.57423	7.02119	1.41611	6.92873	2.12491	6.78430	8.10522	0.53575	9.27700	2.52782	0.04530	9.87789	9.05307	3.98142	3.92006	0.57129	8.12648	7.68119	5.01077	2.97970	5.02835	2.72895	3.07022	8.84039	8.41732	4.64762	4.87482	1.56929	0.02422	2.51978	7.22213	9.61952	1.91583	5.04322	0.25259	9.59884	1.30480	4.58792	6.57632	5.81055	2.31948	6.04806	2.96625	6.73041	8.53583	7.20860	9.62691	2.20693	3.76322	7.56261
3.41019	3.76468	3.11021	1.76463	3.39963	7.01460	7.11156	0.43154	2.15059	2.90156	2.41463	8.36486	1.12608	3.77791	3.37324	7.99092	4.33532	5.21142	4.73133	1.49328	8.26595	2.59354	6.03298	4.18897	4.95805	8.93104	2.54511	8.42717	0.33043	3.76037	9.84478	9.68146	6.65658	0.40112	6.63196	0.66051	1.90529	9.36110	2.14932	0.35713	0.91054	4.87393	4.55736	8.73853	8.51932	3.87437	2.96374	8.46699	3.02205	2.18622	3.21165	5.28568	0.05004	4.62403	5.77990	7.37503	4.51693	7.72098	6.19102	3.05314	3.40105	5.45161	3.33385	6.37394	1.51266	8.58055	1.87057	2.03090	3.97487	4.59867	2.60505	5.82260	7.15971	2.48021	0.73603	2.25020	9.03249	8.50645	4.99409	7.54999
8.18635	9.74023	9.95698	6.05347	8.24199	0.13712	1.88901	8.57356	8.05509	2.33170	8.32076	8.83418	4.68781	0.22379	4.70250	8.65114	3.93781	9.92609	2.49763	1.06098	3.78823	9.34686	3.20768	8.00916	5.28268	3.87040	5.93319	7.44543	4.02603	2.11513	6.14022	4.69101	3.46799	8.23755	1.76981	4.82181	1.61468	0.80108	8.09272	9.28171	6.98085	0.43341	6.46968	8.35227	5.26634	2.01514	8.44911	3.30176	8.91503	9.36290	2.08740	1.04192	5.88890	3.35622	4.28432	3.37590	0.62923	9.27989	5.70842	5.87574	1.23342	8.54193	1.85562	7.82296	8.54015	2.88283	0.82980	9.03817	6.32611	4.83181	9.66554	7.30302	9.62727	8.12458	8.33444	5.82896	6.59235	5.99967	8.79705	2.46691
4.26538	9.42638	9.83737	3.02363	2.63005	0.16825	2.39017	5.71017	3.90550	4.57710	4.16223	7.79168	3.54225	2.07350	4.79838	5.20293	9.34278	1.37181	2.76420	2.95217	3.42755	2.32818	9.68547	9.43088	4.27754	5.62032	6.13013	2.32691	4.77379	3.63298	1.50299	1.99218	1.17053	7.12528	1.91890	7.82253	2.80743	5.05087	6.22787	7.82656	0.04419	7.28039	7.21899	9.18221	7.34763	2.98445	2.19974	7.98610	9.02325	1.86120	5.00142	5.17663	6.88056	4.92256	9.63695	2.24809	9.33154	1.67027	5.12455	5.15026	0.15776	2.90876	9.44240	5.35994	1.51232	1.47456	6.74487	6.37033	9.28557	1.62429	2.30874	5.93074	0.66432	4.68382	2.96365	1.59944	9.67333	7.86024	7.24516	7.30602
5.85730	1.04269	3.29715	8.37625	4.58373	3.49092	0.61064	6.64639	3.08062	8.27560	8.64449	5.80669	6.75986	8.40319	0.63226	4.40802	3.04252	1.21522	3.92480	6.28778	4.96568	9.85014	4.76982	7.81960	1.12151	2.57153	8.30869	3.24009	5.50717	9.98534	9.01038	1.01492	0.30853	8.05586	3.33601	2.85165	6.38217	9.61648	0.32320	4.91989	8.25587	2.82010	8.90541	5.36021	9.24476	9.80185	5.92629	0.00946	0.73766	4.09800	3.48683	0.15206	9.41507	6.48596	3.75478	7.90175	1.47479	5.63067	6.12846	7.76947	5.08999	1.58938	8.53358	0.54169	6.55440	8.87888	0.61307	0.90340	7.88179	5.37688	1.31117	9.92625	7.10618	4.59952	1.56743	9.48704	9.47965	8.99909	0.16464	4.03972
8.18235	7.49878	8.80720	6.26303	8.66143	2.96468	7.84092	3.86524	7.86470	6.84051	4.99891	6.34013	4.73217	1.37749	3.42163	2.24701	1.46379	2.86300	3.66870	1.49550	1.57370	5.24278	4.15681	5.68102	1.64672	5.21837	9.41757	7.55865	4.08442	8.08620	6.15452	4.81762	7.28173	1.71256	3.59338	1.82406	2.42466	1.46135	5.41276	7.53309	6.44995	2.66886	5.56608	2.08445	7.22746	9.61023	4.21138	6.33766	4.27715	4.45245	0.31723	5.88999	4.48790	8.04321	0.19296	7.43337	8.85142	7.91989	0.77237	2.87453	8.91943	5.52199	8.49737	0.15446	9.99630	4.05385	2.66011	9.31506	9.06244	1.15494	4.08610	4.61727	3.35855	8.48990	8.94236	2.12541	9.80557	5.84051	6.97049	8.53405
1.41479	9.08755	2.31049	7.98902	2.79657	2.02738	5.82903	1.47184	1.80228	2.85758	5.60464	0.61972	4.93264	9.91112	5.31215	3.30390	0.27159	0.84121	0.50456	1.28599	9.72344	8.29124	9.88650	0.55357	7.10295	5.48656	5.46565	2.27798	7.91735	6.80371	3.75132	3.35193	3.01091	7.00394	4.70555	4.59208	9.98948	7.94944	8.85604	9.44767	0.70178	6.25431	2.83208	4.53697	5.40876	3.55861	5.49933	5.93360	9.65369	6.18695	1.60306	3.25669	0.22510	9.01697	5.14670	4.01764	0.12554	8.42658	1.34193	1.18609	8.01218	3.82986	9.84540	9.02252	2.99558	8.18235	6.72752	6.52119	7.69244	8.32793	7.10914	5.23168	0.43971	3.66771	8.98657	7.96707	4.97638	6.24644	0.30823	7.04203
1.68564	2.63275	7.39208	8.43060	9.25318	1.63496	0.75384	3.53214	3.64451	2.34408	6.98631	4.72615	8.86671	1.02535	4.83388	1.22486	0.48115	4.29788	7.65215	1.25094	8.20071	6.28970	0.22595	7.96692	1.12284	0.28572	5.02062	7.65578	4.26552	9.86487	7.07746	6.24169	5.65972	5.58985	5.61576	1.63150	1.39729	2.98045	6.56253	9.31566	3.06785	0.33696	2.82355	5.66238	6.45102	9.65247	9.40097	3.80014	2.62644	2.77710	4.17118	6.64104	2.93069	5.76894	0.46738	9.70388	5.21702	3.47668	4.12981	5.92134	6.00704	1.33387	9.98428	1.95228	4.33425	3.90265	0.56827	9.85620	9.97839	2.72896	6.87507	0.01016	9.10010	4.70134	3.73769	5.04561	1.50175	6.80050	6.06523	8.22683
