160 160
4.98604	6.64318	9.15785	5.44391	5.00901	8.40049	3.75853	7.17499	6.11784	4.45498	0.91045	8.62320	2.53100	1.26623	2.08779	6.35178	8.07522	5.97010	4.21439	3.79219	6.06979	6.09062	4.53628	8.82431	7.98859	4.78680	5.71429	8.66373	9.78480	5.24612	0.36646	8.05868	7.23893	9.50538	3.23365	7.65670	5.06667	8.28582	3.69851	8.44719	5.00685	2.72683	4.82523	7.03580	9.49080	7.29085	2.63951	3.07104	4.13221	1.41135	6.45876	4.98597	0.85729	7.96459	9.44536	7.62318	1.93951	0.75468	6.25467	8.67966	6.48288	6.93439	3.81515	1.71764	5.54948	4.48201	5.93447	5.72729	3.21057	5.90864	1.34112	2.21764	9.46720	8.05417	0.73669	2.25245	2.28130	8.02681	4.41679	3.77298	6.14019	4.78597	1.33872	7.97367	1.07669	2.20814	6.82879	9.75523	6.72455	8.14698	1.30458	1.97753	4.99998	7.95813	4.05448	4.06090	2.93207	0.73744	2.80597	0.00188	5.45642	7.50618	0.86313	4.98364	4.25554	4.73742	4.32930	7.17121	9.77301	9.03988	1.40252	4.72166	6.45714	9.37529	6.82721	7.51734	7.94839	8.20662	8.96949	8.57730	0.95349	2.59598	2.33366	8.78626	8.71670	1.79819	7.81011	5.80828	4.45332	8.10752	7.98820	4.13301	4.16455	3.34946	0.88418	9.99908	1.83314	6.85285	6.96522	9.60367	5.87484	0.95596	7.81024	4.46374	8.44180	7.96815	2.64490	5.46038	6.90628	3.78475	7.67935	5.60773	3.65735	6.39976	7.96229	1.75343	1.18584	3.95808	3.28476	3.51318
6.51617	6.26465	6.18243	0.32996	1.09534	9.00340	0.22916	7.42986	3.65074	7.05029	0.23370	7.89987	1.70743	3.26323	6.70388	1.13112	5.19344	3.58585	3.63555	2.42827	5.85251	4.30436	1.63875	4.49324	8.33926	6.89289	7.77699	5.93939	2.50178	0.68561	6.82258	3.68790	2.45406	8.22750	9.94562	5.77473	5.20276	1.75731	2.81722	7.90560	0.98946	4.30073	6.59823	5.74777	1.64454	4.19413	9.78514	3.23263	5.47402	9.42147	3.73611	6.22804	1.83574	2.51339	3.78575	2.72811	8.19066	7.49194	1.13598	2.32027	1.59574	8.69277	2.48725	2.11024	4.91862	3.73453	1.02192	3.32803	0.71231	4.92655	4.26391	7.57663	5.93858	3.29538	2.18133	7.90487	6.70246	4.88791	1.47547	2.74332	7.69251	6.74338	8.01935	7.78910	3.35348	0.95436	7.14612	4.45207	8.52495	7.47711	2.19795	7.47456	2.34847	2.61727	4.42791	3.87936	1.03975	8.96917	2.93389	5.09322	8.67042	7.00709	2.44486	2.28540	4.12151	5.69355	6.54000	0.21723	1.09128	5.01619	2.73647	1.99353	0.87331	7.67761	2.63384	2.16673	3.98141	3.80132	8.37162	7.30485	4.52797	4.98184	8.75267	0.45484	0.90109	5.22783	6.97714	3.50452	3.60380	0.12644	8.74370	2.33347	4.90368	1.64090	6.64555	5.45135	0.01995	4.69443	8.13589	6.69850	8.54914	6.41383	2.94753	8.01612	5.73705	4.94567	7.96694	7.03383	3.38828	7.93507	2.87358	2.43141	4.24989	8.87486	0.34187	2.90742	4.21281	8.58830	4.42192	0.33269
7.80845	3.56469	1.51626	7.42215	0.08655	9.98967	4.21136	2.84729	8.72886	7.48778	4.85840	9.19616	9.00627	7.51745	3.30332	6.32530	3.18606	7.65487	7.24752	6.20009	1.28085	9.44934	0.40554	5.84458	0.73826	4.19432	6.22239	0.58446	9.29365	3.84254	6.86164	6.61121	1.52974	0.30058	6.47053	7.89555	9.67591	5.00316	1.11315	4.56006	3.57871	6.67815	0.60616	6.33090	9.53406	9.43524	7.83253	8.53337	1.98648	7.66087	3.96472	5.41453	7.14297	2.56180	7.88283	3.69620	9.98176	8.73704	8.23628	9.77634	6.36278	1.25618	0.28480	5.13371	1.32589	8.97239	3.01651	2.30667	3.83524	7.76834	0.37849	1.39388	0.34919	9.31874	6.61926	1.58865	8.87614	6.86442	0.21795	4.64492	9.49537	7.87847	1.66180	4.40519	4.91717	5.59214	7.09852	8.83517	7.37154	3.72635	4.00877	1.50338	1.30355	8.38503	5.42675	2.75904	4.40502	0.86313	8.52529	6.18631	5.67268	2.74291	4.15553	4.54138	1.75144	7.69995	4.34479	1.20386	3.35741	8.05063	0.87839	6.52161	5.91821	1.01163	9.41910	8.35932	8.63829	6.08168	1.10060	9.93429	9.80188	8.33923	7.88711	4.38773	4.99251	5.90949	4.07262	6.04968	0.12616	1.72115	1.42438	2.88635	2.77394	2.96552	8.84020	0.42014	6.23892	8.47689	8.95295	2.28128	6.29774	0.02911	8.90420	4.01255	6.81091	4.12728	5.37700	0.91033	6.04898	6.30729	1.23842	1.35559	0.19293	3.61673	5.42554	3.11884	4.90760	4.65201	2.93984	2.40177
0.59328	9.58845	5.08860	6.66170	9.29779	2.66385	5.95503	9.29197	8.00611	0.17734	0.60326	7.14044	6.72769	1.61085	6.28652	0.32949	5.67235	2.38646	2.30940	2.17321	9.11968	2.64907	3.73771	9.13878	6.76323	2.25178	0.38934	8.04078	1.39644	0.60837	0.25260	8.64512	4.78378	1.99750	5.73759	7.66444	4.98905	0.04289	5.38124	4.33446	2.63625	9.54459	3.00681	5.38766	3.97145	0.25717	7.09169	3.32726	9.02361	8.14745	5.60544	9.96766	1.12771	9.15080	8.29312	0.33700	0.23599	7.78881	8.08623	0.64666	7.80851	0.02669	4.99532	5.76383	3.15511	6.15456	7.44728	2.49797	6.17294	8.42083	2.28653	1.77439	5.72254	3.41805	2.36329	3.29589	2.50306	3.87950	6.70741	9.69774	8.48043	6.75660	6.59750	7.36396	7.62826	0.80898	8.96140	5.04667	6.72425	3.77625	0.55158	2.72300	9.85174	7.65419	6.30511	5.42199	7.35502	0.12276	8.33498	6.83882	4.87010	6.94758	8.03062	3.31063	3.16076	9.59211	1.90300	7.44271	3.69028	7.50809	0.82922	2.60490	2.55544	6.75164	7.69886	6.00298	2.81528	2.09524	5.18565	3.76816	9.34309	3.68673	2.70808	7.18957	0.53640	1.45805	3.81319	7.99571	4.08341	0.44993	2.71881	8.34110	9.33584	7.76256	4.42899	5.79727	5.82989	0.19403	9.54040	8.79768	3.52689	3.58221	0.21901	4.50133	4.21266	8.24603	2.76477	1.38545	3.02333	5.20979	7.22631	4.26670	7.68670	9.00242	7.45540	9.63323	4.49535	4.11500	0.83151	6.90673
1.94037	2.96367	4.28081	0.83563	9.87992	3.56556	6.58101	4.34295	1.01263	5.26490	1.72565	2.90162	5.82998	7.02339	4.35769	3.08031	1.72075	1.28708	0.52952	3.26891	4.55721	2.71743	8.51158	2.70661	0.09579	8.26460	1.90770	2.38241	0.91434	6.81116	2.93554	1.36184	2.90789	6.91819	9.56327	9.42443	2.43242	6.84371	0.43139	7.66664	4.23359	8.17348	0.23495	5.34771	4.45410	5.02134	1.10402	3.91284	0.87149	5.88959	3.66108	3.56220	2.62564	0.48222	1.99473	9.16362	1.95077	1.42168	1.34045	2.87089	0.33238	4.81400	6.54897	9.30853	2.44954	7.51643	9.92256	0.52884	7.74384	8.24647	9.68840	2.17646	0.04165	4.35813	8.10999	9.27807	5.05058	0.70606	3.98976	9.89679	7.22177	6.00373	0.17295	8.23050	0.21051	3.51500	1.58272	2.06964	9.14613	5.53730	4.11011	8.83547	6.78296	3.88050	7.03803	9.26322	0.73027	1.44590	5.95975	9.59940	2.32754	7.56640	4.32186	1.68423	4.62080	2.15439	6.51667	6.00031	5.64592	5.01255	2.13091	5.26426	4.95580	6.66361	0.21547	4.32222	9.93391	3.72164	3.80592	9.88310	8.61193	8.61145	4.94411	6.04681	5.36469	6.02391	6.39568	5.55463	5.60401	8.86207	5.09940	3.60353	1.49744	3.53803	5.83589	1.68945	1.79809	1.45060	5.18058	3.03414	7.32397	8.78646	1.76321	8.00206	3.43161	4.67405	4.50223	5.80284	4.79770	5.79078	7.67022	9.94560	4.33142	0.34814	0.57056	5.70341	5.52322	4.73037	7.65924	8.28283
5.42841	5.63515	9.55727	4.22892	9.13163	8.05750	8.08033	8.28002	6.34145	2.80237	7.89775	1.78833	8.21673	0.97303	4.20578	6.27462	9.58443	8.16927	9.45524	9.01967	7.86299	8.63209	9.39243	4.18237	1.58675	4.05225	0.00417	4.33487	9.06217	7.29443	3.89594	7.69223	6.89421	2.36446	6.12532	5.27175	1.57201	2.43480	6.51140	1.61866	5.49488	7.95440	8.61119	3.23426	6.01923	5.61119	6.22960	2.58844	3.66651	5.62321	7.02730	7.10794	3.67859	2.46582	2.33622	9.68775	3.85767	8.41658	1.97838	6.94804	9.75012	4.54164	1.37742	2.61923	6.58911	6.42984	8.74824	9.98162	2.30016	3.55184	9.06936	3.98374	3.38187	5.89327	6.40064	0.48124	5.55391	4.34092	0.03627	6.55239	2.08870	7.74236	6.06517	0.81352	2.70503	1.19171	4.97506	2.22195	3.35442	7.52951	6.03150	0.58346	5.95675	7.29359	3.00291	3.27391	7.47714	0.57238	4.56306	7.67107	3.50870	3.96912	2.47197	1.82726	0.43949	2.39365	2.32022	7.46247	1.46083	6.13882	9.58637	0.93506	4.76721	7.30221	5.26304	0.29541	8.17987	4.60673	3.59574	1.07406	1.02579	2.24660	5.37921	1.23535	8.10149	1.72603	4.94139	9.56556	7.92123	7.83527	4.67928	0.96623	3.78799	6.27512	5.63192	2.41195	4.18123	5.42573	3.08004	5.84111	3.47295	2.11027	8.56277	5.59978	6.04212	5.05254	4.44384	1.68154	7.07091	7.33217	2.15713	0.07527	8.66172	1.43377	9.77771	3.08751	1.75873	3.15213	1.08479	6.97776
7.41830	3.72516	2.43291	1.18609	9.06770	7.96293	6.84736	0.45350	3.17924	8.65831	5.35543	9.52602	9.25612	9.83546	8.12201	3.06505	9.75899	7.50847	7.60304	4.33080	2.09627	7.75147	9.99831	0.57484	0.33197	5.28742	9.73629	8.41107	4.10315	3.75976	0.43712	4.83787	2.12933	9.46452	9.61200	8.03464	4.66085	4.71866	3.61790	8.56073	6.56388	5.58958	5.54980	3.94504	9.05990	2.25613	1.42234	2.70638	9.71218	6.82891	2.33208	5.58499	8.88414	8.73481	1.02441	0.32298	4.41459	1.74862	0.01648	2.43738	6.34966	6.94745	7.46379	5.56486	1.97005	6.15916	4.59254	4.63160	7.65069	8.93097	6.63063	7.56625	5.30516	5.33637	1.93395	0.04967	7.28569	2.58160	9.85136	8.19472	8.52485	5.73134	1.30909	6.76515	8.02766	0.61805	0.67562	6.28936	6.07982	5.51611	4.18677	4.72454	8.09700	1.28905	5.31899	2.20650	1.90171	2.61348	6.37000	0.57372	1.45228	2.94962	8.41705	9.90734	0.71511	9.58053	1.99068	7.12417	5.85851	2.87207	8.43793	8.69973	0.96040	0.37421	3.71332	2.38491	6.35683	7.18931	8.45007	8.91827	2.88221	0.30057	2.51222	5.83238	3.12604	2.71590	7.47809	2.94139	3.75325	4.43709	1.81780	6.60469	8.31329	0.27962	2.85891	7.37094	5.58617	0.96598	9.25388	8.95145	3.65384	4.63609	3.43259	9.78306	4.75879	1.58677	7.26026	4.90219	6.58302	7.75714	6.39886	4.71418	1.79817	3.50315	1.67119	4.76971	4.36955	8.00405	6.23355	8.89538
5.81731	2.68880	8.67896	2.67118	9.17905	4.07966	2.70021	9.26238	1.15787	2.84807	4.39142	2.88857	1.27552	0.14387	0.93325	9.10166	3.11737	8.81894	2.74751	8.05412	1.38386	3.73505	9.36415	0.12552	3.70448	7.26369	8.96263	7.45030	4.06536	6.29087	0.22533	9.91299	1.95832	2.93331	5.92659	1.84214	1.99415	2.11073	8.60245	9.03353	5.41173	6.43181	0.29148	7.74634	2.04921	3.17468	0.66792	0.86236	6.90839	5.51973	2.75357	7.91092	3.35404	7.22240	1.05446	6.57174	4.94508	3.61391	7.54861	7.12488	7.44790	8.77070	1.24512	5.58676	2.17365	6.51972	5.39082	2.74263	4.79183	8.02044	5.18021	4.08133	2.47993	0.90161	8.12079	5.32166	1.19886	3.18215	3.62296	3.28509	4.24379	8.32640	1.13755	2.94841	8.89559	0.36096	4.61531	3.45676	8.95116	2.11511	3.74439	4.75097	8.36589	0.09833	2.62861	5.01847	7.39547	5.27788	9.85097	8.08349	0.80423	3.90007	8.25798	3.33863	6.02904	5.59877	3.99083	9.33801	9.31722	6.89372	3.75579	9.29194	9.34694	0.25467	4.24313	4.23203	8.53669	3.28953	6.57904	0.69486	1.61214	3.86693	5.28988	7.18996	9.91039	3.28434	6.15260	3.04059	1.94523	5.02094	8.92061	7.01701	7.31473	0.39401	4.78631	6.41081	1.13473	9.41756	1.91736	4.99127	1.48636	9.10760	0.58302	4.05394	7.10674	6.81570	2.70361	7.45630	2.57440	6.24959	4.76818	0.25724	0.25035	1.07917	7.30355	8.93085	2.99472	6.65405	3.85934	1.78456
6.87017	3.16145	4.72139	5.08257	0.09990	4.07968	5.61820	1.01433	5.78200	2.38902	2.62501	0.90786	1.80947	6.47872	7.28981	5.55709	0.09035	7.96118	0.80927	7.02923	4.10390	6.93297	9.00562	0.65322	0.71613	4.43605	3.07734	4.00358	7.44540	9.43180	1.07552	7.36896	5.61733	4.55376	7.90742	7.26208	2.07898	0.39792	9.72124	3.46244	8.84367	7.09494	8.08862	9.55057	6.66084	8.86140	2.27749	4.73873	0.10239	1.66517	7.25106	6.02138	6.90434	2.11225	0.66894	3.40581	7.43523	6.81640	7.73174	1.27547	9.31195	8.28061	9.70532	9.08819	9.69617	6.39073	5.72669	3.18424	9.47408	1.04884	9.63452	5.43755	8.81073	9.31465	5.26479	8.30699	7.05723	7.83491	5.42974	3.95651	4.80751	4.77591	3.39596	6.48109	8.62123	1.53087	1.72498	1.23698	8.54645	6.97607	9.87372	9.95778	0.23843	1.25393	6.78920	1.56402	4.03612	8.83191	8.35130	9.91388	0.65994	0.32808	2.38359	1.29613	6.39797	9.38192	7.54835	2.03371	9.02354	0.98547	7.99080	2.56926	7.72691	6.19549	0.21494	7.21279	2.74782	8.81130	5.44811	9.95161	5.01298	8.25684	1.52649	6.68249	4.48744	7.27022	8.67151	0.20704	2.49376	1.35229	8.42084	3.08481	5.69295	1.47834	8.10439	0.30931	0.77972	6.00061	2.62095	7.99998	1.34797	3.43897	8.76622	7.98712	6.47515	7.18806	2.43032	7.23874	7.58858	9.76272	2.78065	6.91032	1.49965	1.72250	6.17063	5.87825	3.88280	0.89139	1.45993	1.45753
0.64318	9.33643	6.93601	3.31750	2.50126	5.24526	1.88912	4.21505	4.82752	7.09082	2.70399	5.70974	3.34844	8.54364	5.80506	9.45472	8.72126	6.69069	4.78391	8.03202	6.87070	5.20298	1.79871	0.43243	2.06758	5.63616	4.89232	4.13681	6.78585	6.55256	6.37485	6.18836	5.85932	7.04848	8.58414	8.39993	4.54165	9.27097	9.14695	3.69317	3.41900	1.50911	0.03824	3.56417	8.17019	2.41732	0.60710	6.05158	8.06657	7.28149	3.54018	3.84303	0.80925	4.33746	0.35208	9.15884	9.98690	9.65807	1.93308	4.09215	6.55206	4.22187	0.16190	7.38258	3.38923	5.83939	9.19500	8.74075	9.03158	8.81371	2.71963	4.71014	8.53960	3.61834	9.58137	0.80102	9.53811	2.11133	3.20949	2.84335	9.85401	8.71516	7.54523	6.80094	7.64679	7.99514	7.31858	2.36986	9.85652	9.73743	4.19349	4.03416	8.89310	6.74004	4.80917	7.88915	8.94594	2.95495	5.71729	0.97550	9.62058	2.19502	9.24145	2.26281	1.39724	7.25173	9.78160	5.64333	1.03451	6.07289	9.01386	6.96353	0.58121	6.21395	6.20439	6.08677	6.38168	6.78915	8.51281	9.79493	1.63062	2.01538	1.83622	8.29663	9.01665	5.29515	6.54878	6.57935	1.49289	3.00940	4.44220	8.26713	4.17126	6.11613	8.77290	9.76507	2.14780	2.09899	6.81993	5.85371	4.32244	7.49480	6.03588	2.83742	2.59066	4.72293	6.14233	1.64471	4.50541	5.64364	9.81620	2.53223	9.75468	6.97196	5.09041	5.76503	3.28499	9.02780	1.67025	5.95447
