40 40
8.07096	3.03790	8.39262	1.03829	1.33103	2.65154	7.03001	8.88264	4.15191	0.72041	1.77834	0.96917	9.42006	9.38087	5.30930	5.32970	6.34996	2.07662	9.31306	6.45808	6.61443	0.56657	0.52490	7.42689	2.66254	3.43294	3.99441	3.20003	4.59857	3.21610	6.70659	3.89266	6.46445	2.26995	2.24028	0.36485	6.02488	2.86695	0.73643	7.33605
5.55050	5.29363	3.95860	8.59454	1.15774	4.92205	2.16515	0.85299	0.69129	0.34337	1.08162	0.94604	2.68843	6.97631	7.06155	9.90075	5.88919	0.83721	3.03029	9.21404	3.48177	4.43042	6.56777	9.52726	2.79030	8.86530	5.86361	1.72250	1.08672	7.44754	1.61936	1.68090	7.56662	8.59984	2.05935	8.74557	4.00660	6.23664	4.57150	7.27497
0.00874	9.27681	1.94200	3.40586	3.99777	7.40028	2.74476	6.55477	5.30026	5.35809	3.17047	8.12901	4.70771	4.32986	7.07753	7.06132	3.62567	0.36435	1.69111	4.09576	7.94122	2.48361	3.56259	0.21569	7.64240	4.29533	8.46473	6.80838	0.43880	7.79837	4.36060	4.65681	5.34860	7.21208	0.43323	3.34260	4.10195	2.77356	3.29499	1.01401
0.10507	4.34044	3.54037	7.54740	4.21595	3.85881	5.86125	5.70674	7.90923	7.48640	0.03961	3.57292	9.23213	9.95647	3.54814	7.48942	6.63893	8.81266	6.82550	2.56351	6.09031	9.16459	2.79916	0.32278	9.84710	9.89751	8.63561	4.97111	9.55405	7.17260	4.33383	8.66011	8.90667	1.23678	2.97640	0.04731	2.64039	6.71039	8.32871	2.84149
7.31288	0.36407	4.15954	8.02300	8.06006	6.58563	6.94182	8.95918	8.42389	7.99472	8.11639	1.16347	8.42822	3.71396	5.51337	0.01373	0.99569	3.13729	2.95359	2.01190	7.64565	7.49858	5.22564	7.95333	4.72232	4.23030	3.97108	9.27500	9.48654	2.54759	4.49695	7.41470	0.50226	5.40682	6.37126	8.80701	0.36253	4.78115	6.79036	7.95660
5.41271	3.51746	4.17016	9.89595	5.95668	9.62214	3.14588	2.87232	8.66828	7.49809	8.09436	6.60384	7.86308	6.88935	6.55181	5.03271	1.26327	5.34099	2.18882	3.73051	4.48991	9.95645	5.89759	0.03960	2.24840	5.19692	8.22975	2.00752	7.36086	0.77859	3.55501	5.85115	9.65592	9.37334	4.06827	1.16568	2.69713	4.52972	9.71817	3.24774
7.85505	4.40498	6.45624	2.26308	4.77888	7.98847	3.89574	4.10398	8.71033	2.67758	0.93606	6.23595	5.67449	9.16994	4.39180	6.76583	4.19469	1.89843	4.58970	7.28138	3.66889	9.82974	0.10358	5.88367	7.91764	8.36883	5.31597	1.09617	4.04157	6.66813	7.68075	5.13720	8.61988	4.43895	7.34243	4.97353	0.51657	7.42776	7.29040	9.73665
3.82404	9.22113	4.71486	7.74431	2.03951	0.78380	4.62974	5.35927	8.48932	7.45670	7.82629	1.55154	2.00569	0.84356	5.87240	1.22549	7.27402	9.51163	4.84318	8.14872	9.69340	2.40848	9.38463	9.89070	3.88154	8.80140	7.88593	8.74579	6.20371	4.30507	2.54182	6.86469	4.08007	0.78443	1.49589	3.14910	2.42318	2.18364	4.03984	2.97735
7.13957	6.38527	3.49395	8.37816	4.75270	1.55073	1.62169	7.34283	9.31401	9.61029	2.69508	4.00023	5.02189	3.68042	7.65935	1.85513	3.13993	0.10165	8.81925	8.06557	0.69774	9.15445	8.92403	0.18077	3.56048	4.08605	7.84532	6.48394	1.29879	6.47943	9.42982	6.55542	1.10488	1.87661	7.25776	9.20069	0.00548	6.13313	7.04907	0.27167
6.22249	3.68401	1.06098	0.33480	2.39769	9.49419	2.97282	5.50696	6.09080	2.86194	1.48306	2.54589	4.98573	4.55955	0.90565	8.61893	4.47704	5.63366	1.46313	6.69628	9.67981	3.21655	8.38545	1.57549	2.13980	1.40006	7.30188	9.02740	1.53120	2.78450	3.16248	5.11748	0.72449	6.58029	2.66000	5.45583	7.13713	6.74860	8.40128	6.21268
8.06223	9.15769	3.46347	9.52490	6.60193	3.38433	8.38910	8.32446	9.20627	8.33687	4.64705	1.11751	4.78721	0.19397	6.45610	9.01227	1.94913	8.41615	0.11303	6.47424	9.42577	0.57122	8.60114	9.79691	5.84630	4.11784	5.10443	1.50342	1.92047	9.23123	7.45860	8.27483	6.63982	3.74866	3.59254	8.25528	9.32565	9.92195	1.45867	1.37780
5.99698	2.90896	2.69604	3.14625	8.53456	0.47881	9.00016	3.68778	9.06202	8.78923	0.02170	0.29270	8.77163	4.04324	8.96073	0.59842	7.09162	6.06632	9.64298	9.70980	8.50529	0.91411	3.54281	5.52984	4.33970	7.13459	1.91808	2.30415	4.30638	7.90349	9.44243	8.53939	3.45598	6.66074	1.40918	5.47491	0.59868	6.09018	2.98424	9.47559
1.81266	3.79468	2.33169	0.36458	1.34975	8.70507	7.45524	5.59352	3.68544	8.19240	1.62299	4.42742	6.44179	0.31824	8.24616	4.16044	8.99069	6.68222	7.71073	0.33592	7.21937	8.71001	8.37128	0.40878	6.81945	4.86310	7.83560	9.65673	6.08548	7.33338	7.08963	1.93332	6.94985	9.39974	2.96836	1.50389	5.61901	3.60329	5.67429	9.53228
3.80589	6.28334	3.46382	0.72542	7.48489	2.16640	9.49308	1.61909	5.12209	3.26111	3.78993	2.73534	3.61568	7.74485	7.66575	2.99501	4.16872	6.05149	5.88041	7.64836	7.47245	5.00265	6.77099	2.94175	4.32676	9.42139	2.14457	7.16177	2.31835	6.83261	4.15833	1.18428	1.00451	2.92852	0.04622	5.51633	3.33283	0.17486	7.27587	4.60949
5.37972	6.34548	2.16320	4.97369	7.92311	2.01831	0.60564	3.06704	6.25959	4.28009	7.82564	8.65937	0.60161	2.64327	3.01657	0.12821	4.62634	5.98121	8.53879	5.96058	6.31230	0.18150	6.66998	3.25273	4.08197	2.15456	4.08541	8.42986	7.05139	6.03810	7.63500	5.08626	6.63671	7.28278	9.49056	6.71400	2.74820	4.47465	6.56704	8.70611
0.08854	3.11091	7.99234	4.43389	1.20631	0.86438	4.04942	4.17777	9.98483	6.33092	3.72333	4.05654	1.76963	9.31016	2.02855	5.96589	5.10817	1.89037	4.02954	9.65067	4.85453	2.29834	5.49502	3.60193	5.78559	9.47481	7.44465	6.86182	7.28516	1.27205	0.92943	9.10042	9.95310	2.37916	8.44792	4.26151	4.27036	8.55119	4.03458	6.45760
3.02737	0.68132	1.23060	5.76060	9.23775	0.40771	1.60789	1.17633	9.02529	7.27613	1.06860	0.54103	5.48316	3.49134	3.48775	8.28343	9.30976	3.18564	4.96567	3.77374	6.83168	0.93175	5.20297	5.85363	0.53505	9.99722	2.30359	7.00693	0.57228	7.13486	3.37026	5.86207	8.28870	8.15478	5.43256	4.35019	6.58167	5.40906	3.41554	4.94043
5.35475	0.39098	4.15352	5.72010	3.96317	2.24732	7.97950	1.51059	3.14925	1.32219	0.16010	3.44319	0.63383	5.32732	0.90139	7.50745	3.67108	4.50635	5.93272	1.94063	4.32410	0.10192	8.52513	2.42756	6.04808	9.02093	2.27339	2.74069	5.90776	2.57339	0.51476	6.88267	4.89162	2.99370	4.85583	7.60184	3.35488	7.79768	5.95644	7.24873
9.44078	7.44715	8.88512	5.43149	5.82488	5.22351	6.44008	9.84563	0.26501	8.65339	6.32935	9.47358	2.76527	8.74741	9.98115	5.46230	0.56286	4.49289	9.64941	3.60166	1.86149	9.17469	7.49770	7.76713	9.93441	5.00371	2.11183	5.94781	1.02326	9.56647	7.10279	0.01943	6.41399	1.53991	2.99166	7.17792	6.84197	4.82740	2.23570	1.14294
1.41034	2.75753	8.18108	9.25447	0.50864	8.60853	8.70424	2.86530	0.42448	3.45095	5.98223	9.53849	2.67797	6.05317	4.85422	9.26096	1.29911	3.48702	3.58340	6.80965	1.34036	2.52051	1.25729	3.70648	4.65032	6.01207	8.58480	1.07964	8.63279	9.07550	8.74813	0.20630	5.96319	3.09774	9.53906	2.43490	9.45823	5.62024	3.63630	7.04147
8.33374	9.49346	3.11125	7.79366	2.65853	3.70196	6.41192	0.32721	6.57238	5.47583	9.38590	3.77171	9.22983	4.90191	8.75448	0.83523	1.24085	2.49872	4.38305	1.14982	8.36172	1.85152	9.47274	0.53337	8.16220	8.12597	0.72472	5.59274	6.73914	8.14335	4.29111	7.71033	1.08746	0.00999	3.29462	2.22643	5.89081	0.76887	7.28778	3.04753
2.58172	5.97336	5.97340	8.83224	1.84343	4.06658	4.82738	7.33131	7.31152	0.17671	3.26508	0.40954	1.42248	8.13334	5.03569	6.13819	1.52870	1.72452	4.76742	0.96100	5.77277	4.47889	3.87163	5.36855	7.34444	0.75883	1.72406	8.03262	7.49615	6.96791	1.43386	6.37626	0.59861	3.36540	9.57149	7.13423	6.95706	3.99352	2.13784	0.10518
7.51191	1.10785	0.47323	5.90087	2.30182	8.99830	0.54493	6.20206	9.01938	0.83522	4.45501	3.89006	8.28910	9.45538	5.73449	2.13368	9.21957	3.63295	3.31253	2.84213	4.46076	6.14522	8.04373	4.15704	9.55896	0.99428	0.86138	5.55840	6.66373	4.70179	1.99517	7.30095	5.22654	4.18870	3.32258	9.82966	9.88553	9.35988	2.13058	5.65286
0.59333	3.76446	0.02642	1.30907	3.72169	6.51893	3.36769	4.32504	2.63483	5.71926	9.70611	0.72856	2.94921	7.76300	8.61098	1.60917	3.47096	7.63233	8.22385	3.65137	0.08747	4.84131	5.26149	0.55316	2.50096	4.38505	7.48748	6.47182	8.78735	6.96480	9.92342	4.42185	7.81933	6.45234	2.54926	3.29170	8.43624	0.28581	1.84664	3.52929
6.90205	1.37950	3.16719	9.03416	9.59767	4.66931	9.04863	7.44829	0.27872	0.73235	1.56391	4.81588	8.95102	6.45330	5.49195	4.45944	5.21992	3.39182	1.29165	5.15671	6.69627	2.42872	4.22880	6.00167	8.15651	8.81037	5.42991	0.23029	6.05028	0.05549	9.09194	7.49513	3.24994	6.82567	0.13472	7.68440	8.52383	2.46049	6.10659	6.90912
8.34471	1.23511	6.38793	8.80788	4.50757	0.77138	6.97382	2.11417	3.31349	5.69786	7.25666	7.38216	3.31652	4.63488	1.88101	4.40153	1.82439	6.52716	4.18536	8.63535	1.80777	9.47498	0.52461	2.94481	0.81701	2.30498	6.20580	8.80595	2.71301	0.30005	6.24381	0.66295	2.72390	8.16591	7.14356	0.13792	2.22151	4.18593	9.91801	9.31626
6.73543	5.17496	0.00150	5.34392	8.60348	1.77495	8.97687	0.79290	0.59973	7.39492	5.63415	7.75380	9.52137	2.64790	5.65223	0.28238	3.13829	4.76586	6.28386	2.96995	8.07787	6.05867	2.14737	6.63349	4.92132	8.00997	2.58891	8.71129	8.51530	5.93583	1.76424	0.07006	4.95241	9.98248	8.97086	4.62187	3.22714	0.99658	0.43318	4.31985
9.92742	4.19961	8.04389	2.13493	4.19061	9.26571	6.50586	0.05230	0.43185	4.37078	6.99683	4.38079	3.84106	6.73259	7.71813	0.27255	6.11035	1.62316	5.72829	5.27392	3.71285	3.36410	1.46146	0.78122	9.62462	5.31883	2.21189	8.83258	7.38550	6.98903	8.99343	0.31989	6.32891	5.85039	4.11919	8.26931	2.84068	4.33041	4.79750	8.90713
4.49633	1.47787	9.54836	5.71994	9.44399	2.32565	9.11230	4.36900	6.08734	2.83091	7.82030	9.84051	0.27258	2.16981	8.81580	2.27521	3.41388	3.64712	2.99395	0.11162	6.17971	4.97987	8.32629	8.41988	3.23480	7.67928	3.88958	7.77387	8.28595	4.53142	1.95876	9.73739	4.41184	8.91203	2.87954	8.14252	6.94247	1.81635	4.19521	2.43191
8.40536	0.26544	9.46897	2.43046	0.82478	6.22237	5.05252	8.81063	9.41231	8.37864	1.23337	7.68910	6.39862	2.62931	9.52219	7.91788	0.69258	3.39467	5.33279	2.70647	5.81958	4.67954	0.52725	4.49467	8.92372	5.06863	3.21749	3.15838	5.70659	0.96062	8.47612	2.88486	6.69189	2.15007	0.27139	8.90006	7.21565	8.65834	2.91023	3.42844
0.24226	1.55163	8.76996	9.63383	4.00963	2.65906	8.20510	1.47126	9.52525	2.27425	8.42461	3.21870	3.56994	1.88206	1.17522	0.55265	5.15612	1.79940	1.99521	1.08609	5.59905	6.74561	5.26964	8.36851	2.51058	4.74889	2.24688	7.36152	7.89870	6.28694	9.28580	0.73184	3.57794	1.79465	2.73789	9.18421	3.95813	1.13732	3.89119	0.60509
5.68247	4.42808	3.38057	6.79257	6.91735	6.11405	3.30606	8.58683	2.22133	4.72381	2.35084	5.25148	7.31500	5.08359	6.37665	6.15072	6.25610	6.60740	3.17719	8.33381	2.13321	4.80779	6.79021	1.05257	6.17829	1.07393	4.45333	7.46275	4.97912	8.80357	5.61733	4.87864	4.95306	9.52931	2.13073	3.25344	9.04295	9.69813	7.01492	6.44115
5.78956	5.27914	5.58293	5.72127	0.45539	9.05766	2.69422	8.62520	1.25050	3.59864	2.01206	3.19518	7.57593	5.72575	2.64023	6.81471	8.77602	1.69860	5.50470	7.84202	6.58661	1.12294	3.43754	3.00428	1.61664	9.49823	8.25390	3.04552	2.67816	5.67518	3.88852	6.35428	2.63555	1.78553	3.52922	0.79235	4.58620	2.97477	6.88089	0.85065
8.15311	3.44201	2.99397	4.70474	2.98103	7.02571	1.68672	6.72338	0.68017	6.81140	3.47740	8.69997	5.51372	4.83522	0.27301	2.17822	8.24462	8.29801	9.00592	9.39462	5.67944	9.86227	9.27696	4.26920	6.18061	3.50976	8.11652	0.18154	7.22270	8.13178	9.63737	3.99642	3.09331	4.88453	8.93313	4.00530	4.91310	4.11974	9.63522	2.25237
0.48815	2.13715	9.73971	5.57948	9.01296	0.15992	5.16613	9.17508	3.32496	3.06999	4.46265	9.43242	4.45143	9.89625	4.32802	2.97526	5.23483	4.93221	9.62848	5.22651	2.34704	2.38227	7.82067	1.01341	1.47875	2.49542	7.63564	2.48883	8.90184	6.30446	6.99557	2.34270	7.72827	0.15426	3.83028	7.75536	1.56050	4.43485	7.72426	1.67443
6.87547	2.59241	0.38906	0.09092	7.43036	8.50843	8.45648	0.75823	7.90332	4.08132	9.50474	0.30290	6.58426	0.26924	8.25833	7.72354	8.35777	4.33761	8.33425	8.42383	2.72375	3.06846	5.08722	9.31238	1.50847	1.21452	4.40168	9.23013	0.56781	8.43483	0.98936	2.59254	1.04239	1.61328	0.11161	4.74692	3.68483	8.89248	0.39924	7.12911
